authors,created,description,id,is_prerelease,last_updated,listed,summary,tags,total_downloads,verified,version
Shawn Wildermuth,2011-03-05T10:35:25.74Z,"Phoney Tools for Windows Phone 7 Development.  Includes Converters, Controls, Static Typing for Phone Resources and XNA Helper classes.",PhoneyTools,False,2011-08-07T14:42:35.687-07:00,True,,"WP7,Silverlight,Phone",9870,False,0.3.1
Julien Brunet,2011-03-06T18:27:14.383Z,"cloud4net is a framework to abstract cloud storage implementations, like ADO.net does for databases. Management tools are also provided.",Cloud4Net.AWS,False,2012-01-07T16:15:32.733+00:00,True,,"cloud,api,azure,amazon",6812,False,1.0.3
Andreas Håkansson and contributors,2011-03-05T22:39:31.273Z,Enables hosting Nancy on ASP.NET,Nancy.Hosting.Aspnet,False,2016-12-22T02:23:57.88-08:00,True,"Nancy is a lightweight web framework for the .Net platform, inspired by Sinatra. Nancy aim at delivering a low ceremony approach to building light, fast web applications.",,339894,False,0.4.0
Joshua Salwen,2011-03-25T17:15:50.367Z,Add a rock-solid default for HTML5 awesome into an ASP.NET MVC 2 Project,Html5Boilerplate.Mvc2,False,2011-03-25T10:15:50.63-07:00,True,,"html,html5,boilerplate,modernizr,mvc,2",1943,False,0.9.1
bbv Software Services AG,2011-03-11T13:09:04.853Z,"Notification component for synchronous and asynchronous loosly coupled notification with automatic thread switching:
      * Synchronous and asynchronous notification
      * Automatic thread switching: to background or UI thread
      * Loose coupling of event topic publishers and subscribers
      * Publishers and subscribers are referenced by weak references. Therefore they can be garbage collected
      * Multiple publishers and/or subscribers for a single event topic
      * Matchers for publications and subscriptions
      * Thorough customizable logging
      * Extension support

      bbv.Common.EventBroker is a part of bbv.Common, a library of .NET components and functionality including:
      * (a)synchronous notification component with thread switching using publisher-subscriber pattern,
      * hierarchical state machine with fluent definition syntax,
      * programmatic, loosely coupled, context based rule engine,
      * support for active objects to build multi-threaded applications",bbv.Common.EventBroker,False,2012-05-28T10:49:44.993-07:00,True,,,15339,False,7.1.0
Bjoern Rochel,2011-03-13T15:24:11.993Z,"Machine.Fakes attempts to simplify the usage of such frameworks on top of Machine.Specifications by helping to reduce a lot of the typical fake framwork related clutter code in specifications. If you choose so, Machine.Fakes even helps you to stay mostly independent of a concrete fake framework by providing a little wrapper API and a provider model for fake frameworks.  This is the adapter for RhinoMocks 3.6",Machine.Fakes.RhinoMocks,False,2017-10-15T07:53:06.573+00:00,True,,"tdd,bdd,testing,unittest,fakes,mocks",38106,False,0.2.0.3
Jose Romaniello,2011-03-16T01:01:37.75Z,NHibernate proxy collections for .Net 4 Set and SortedSet. Created by Jose F. Romaniello (@jfroma).,NHibernate.SetForNet4,False,2011-08-24T14:16:59.217-07:00,True,,,6729,False,1.0.1
"Antoine Aubry,Marco Cecconi",2011-03-16T12:21:50.84Z,"The SixPack rapid development library is a collection of classes for rapid development on the .NET/Mono platform. It has been built with medium to large scale sites in mind, and supports high performance requirements (thousands of concurrent users per server.)",SixPack.Data.Entity,False,2012-08-11T11:44:17.877-07:00,True,This package complements the SixPack library by providing useful extensions when working with the Entity Framework.,"rapid,development,library,entity,framework",10883,False,1.2.0
Anders Wåglund,2011-03-08T15:12:37.827Z,nvents is an open source library for strongly typed publishing/subscribing of events over the network.,nvents,False,2013-07-05T02:41:57.193-07:00,True,nvents is an open source library for strongly typed publishing/subscribing of events over the network.,"messaging,domain-events,WCF,publish,subscribe,nservicebus",4632,False,0.6.0
vip32,2011-03-11T19:59:51.31Z,Package description,xtricate.build,False,2011-12-13T06:56:04.453-08:00,True,,"psake,build,deploy",5511,False,0.10.10311.1259
Mike O'Brien,2011-03-10T17:46:06.877Z,"Gribble is a simple, Linq enabled ORM designed to work with dynamically created tables.",gribble,False,2017-11-30T18:56:04.977+00:00,True,"Gribble is a simple, Linq enabled ORM designed to work with dynamically created tables.","orm,sql",26721,False,1.6.29
Outercurve Foundation,2011-03-10T21:45:01.987Z,"MvcContrib was designed to add functionality and ease-of-use to Microsoft's ASP.NET MVC Framework, MVC Contrib is useful for developers looking to develop and test UI elements on top of the ASP.NET MVC framework. The TestHelper component provides additional utilities that aid in unit testing ASP.NET MVC projects.",MvcContrib.Mvc3.TestHelper-ci,False,2012-03-26T15:33:49.833-07:00,True,"MvcContrib was designed to add functionality and ease-of-use to Microsoft's ASP.NET MVC Framework, MVC Contrib is useful for developers looking to develop and test UI elements on top of the ASP.NET MVC framework. The TestHelper component provides additional utilities that aid in unit testing ASP.NET MVC projects.",mvc,191373,False,3.0.60
objo,2011-03-18T20:24:15.47Z,"OxyPlot is a .NET library for making XY line plots. The focus is on simplicity and performance. The library contains custom controls for WPF, Silverlight and Windows Forms. The plots can be exported to SVG, PDF and PNG.",OxyPlot.Wpf,False,1900-01-01T00:00:00+00:00,False,,"wpf,plotting,plot,charting,chart",290359,False,2011.3.4094
Stephen Bohlen,2011-03-26T12:16:51.903Z,NDbUnit for Postgresql targets; NDbUnit is a framework for managing database state during data-dependent unit tests,NDbUnit.Postgresql,False,2011-04-05T16:59:11.623-07:00,True,,"unittest,test,database,Postgresql",1604,False,1.6.8
Carver Gu,2011-03-11T02:15:47.09Z,The Taobao Api Helper for WebMatrix make it easy to add item or shop widgets on your web pages using the minimum amount of code.,Taobao.Helper,False,2011-05-03T20:39:09.443-07:00,True,,ASPNETWEBPAGES,4028,False,1.1.2
Federico Silva Armas,2011-03-22T06:45:12.997Z,Utilities to interact with Atlassian products. Contains LinqToJira provider for querying JIRA Issue tracker (http://www.atlassian.com/software/jira).,Atlassian.SDK,False,2018-03-09T20:40:45.34+00:00,True,,"Atlassian,JIRA,LINQ",148308,False,0.2.0
James Craig,2011-03-27T20:51:45.267Z,"Optimizer Prime is a set of modules and handlers that combine, minify, and compress CSS and JavaScript files. Also it optimizes the output of the HTML of a site by removing ""pretty printing"". It works with both WebForms and MVC.",OptimizerPrime,False,2011-03-27T13:51:45.687-07:00,True,,"compression,utilities,javascript,css",1664,False,1.0.0
neuecc,2011-03-17T14:35:48.503Z,Method Chaining base UnitTesting Extension Methods and Dynamic Private Accessor for NUnit. This provides only one .cs file.,ChainingAssertion-NUnit,False,2013-04-29T07:01:01.277-07:00,True,,"test,unittest,NUnit",16055,False,1.4.0
Nathan Totten (Unofficial Microsoft Package),2011-03-15T14:31:59.19Z,"Code Contracts provide a language-agnostic way to express coding assumptions in .NET programs. The contracts take the form of pre-conditions, post-conditions, and object invariants.",CodeContracts.Unofficial,False,1899-12-31T16:00:00-08:00,False,,,-1,False,1.0.0
Carver Gu,2011-03-10T06:49:46.957Z,The Taobao API C# SDK.,Taobao,False,2012-06-28T18:46:51.947-07:00,True,,"taobao,sdk",4218,False,2.0.1
Jose Romaniello,2011-03-13T14:52:04.87Z,Light implementation of the session-per-request pattern for NHibernate. Created by Jose F. Romaniello (@jfroma).,Jose.SessionPerRequest.NHibernate,False,2011-03-13T07:52:06.277-07:00,True,,,2560,False,1.0.2
James Craig,2011-03-18T16:05:16.507Z,"Craig's Utility Library is a set of utility classes to handle various tasks including encryption, compression, serialization, file management, email, image manipulation, Active Directory, Exchange, SQL, various file formats (CSV, iCal, etc.), Cisco phone apps, WMI queries, randomization, math related classes, various data types, OAuth, OpenID, REST, reflection, code gen, various web services (Twitter, Hulu, Netflix, etc.), events, speech synthesis, speech recognition, code profiling, etc. Note that this is the package that will be updated going forward.",CraigsUtilityLibrary,False,2016-08-22T09:48:39.393-07:00,True,,"utility,utilities",106080,False,2.1.0
Mark Rendle,2011-03-23T20:55:51.867Z,ADO Adapter for the Simple.Data data access library.,Simple.Data.Ado,False,2014-11-01T14:44:34.48-07:00,True,,"sqlserver,database,data,ado,.net40",234211,False,0.5.3
Joshua Salwen,2011-03-24T23:12:37.473Z,Add a rock-solid default for HTML5 awesome into an ASP.NET MVC 3 (Razor) Project,Html5Boilerplate.Mvc3.Razor,False,2011-03-25T10:15:35.083-07:00,True,,"HTML,HTML5,modernizr",7800,False,0.9.0
James Craig,2011-03-28T00:02:51.423Z,ObjectCartographer is a simple object to object mapper.,ObjectCartographer,False,2011-03-27T17:02:51.75-07:00,True,,"OTOM,object,to,mapper",1420,False,1.1.0
Mark Rendle,2011-03-25T00:21:31.733Z,ADO Adapter for the Simple.Data data access library.,Simple.Data.Ado,False,2014-11-01T14:44:34.48-07:00,True,,"sqlserver,database,data,ado,.net40",234211,False,0.5.5
jimbobdog,2011-03-24T02:09:16.063Z,"onitorWang is an extensible .Net windows service based framework for running jobs to monitor your software and system. The data collected can be sent directly to Growl clients, WCF, SQL, SQLite, NServiceBus and it exposes a native Geckoboard REST/JSON data feed so you create instant dashboards for your system. It comes preloaded with some tasks but it's simple to implement your own!",MonitorWang.HealthCheck,False,2011-05-14T22:36:58.553-07:00,True,Provides the dependencies to create custom MonitorWang HealthChecks,"MonitorWang,Monitoring",1807,False,1.0.7.1
Wyatt Barnett,2011-03-08T04:59:48.703Z,C# wrapper for the Disqus API.,disqussharp,False,2012-10-18T18:21:57.827-07:00,True,,"disqus,social,discussion,api",2575,False,0.8.2
Scott Kirkland,2011-03-09T05:31:35.357Z,"Validation attributes that can be used in any .NET 4.0 project to supplement the existing Data Annotations attributes. 
    If you are using MVC3 and also want client validation, use the DataAnnotationsExtensions.MVC3 package.",DataAnnotationsExtensions,False,2018-02-08T00:56:14.573+00:00,True,,"ASP.NET,Validation",890013,False,0.3.0
"Daniel Cazzulino,kzu,Clarius",2011-03-07T01:51:07.38Z,Generic overloads to System.IServiceProvider.GetService.,netfx-System.ServiceProvider,False,2012-08-08T08:10:25.14-07:00,True,,"netfx,[other]",5307,False,1.0.0.6
Craig Wilson,2011-03-25T01:36:12.217Z,MongoDB provider for the Simple.Data data access library.,Simple.Data.MongoDB,False,2012-09-17T12:00:58.553-07:00,True,,"mongo,mongodb,database,data,.net40",7305,False,0.5.5
James Craig,2011-03-22T19:11:47.7Z,DotExtension is a simple extension/plugin finder.,DotExtension,False,2011-03-22T12:11:48.207-07:00,True,,,1560,False,1.1.0
Bjoern Rochel,2011-03-14T08:42:03.493Z,"Machine.Fakes attempts to simplify the usage of such frameworks on top of Machine.Specifications by helping to reduce a lot of the typical fake framwork related clutter code in specifications. If you choose so, Machine.Fakes even helps you to stay mostly independent of a concrete fake framework by providing a little wrapper API and a provider model for fake frameworks.",Machine.Fakes,False,2017-10-15T07:52:22.19+00:00,True,,"tdd,bdd,testing,unittest,fakes,mocks",150276,False,0.2.0.4
James Craig,2011-03-18T17:40:04.37Z,The Environment namespace in the CUL library.,CraigsUtilityLibrary-Environment,False,2015-07-17T18:54:27.753-07:00,True,,,29551,False,2.1.0
Gidon Junge,2011-03-17T09:28:37.143Z,"A rating plugin for jQuery. 
    
Features: fast, progressive enhancement, touch support (*new), customizable (just swap out the images, or change some CSS), unobtrusive javaScript (using HTML5 data-* attributes), RTL support, supports as many stars as you'd like, and also any step size. 
    
Check out the examples link on the project page for implementation and examples.",jQuery.RateIt,False,2016-10-20T13:13:52.47-07:00,True,A rating plugin for jQuery.,,64016,False,0.99.2
Mark Rendle,2011-03-23T21:00:09.537Z,XML-based Mocking adapter for the Simple.Data data access library.,Simple.Data.Mocking,False,2012-11-29T15:55:35.243-08:00,True,,"database,data,.net40",32020,False,0.5.3
Tatham Oddie,2011-03-11T04:31:35.98Z,A .NET implementation of Crockford's Base32 encoding that works great for URLs and humans.,crockford-base32,False,2011-03-10T20:31:50.23-08:00,True,,,11623,False,1.1.0
"Jordan Marr,Rick Schott(NuGet)",2011-03-18T22:11:11.25Z,MarrDataMapper is an ORM tool that allows you to project views into complex object graphs.,MarrDataMapper,False,2015-09-15T21:59:48.453+00:00,True,,ORM,20440,False,3.3.4094.18948
Ziad Jeeroburkhan,2011-03-09T18:52:39.307Z,Open source menu and context menu for Silverlight 4.0 with support for nesting and 	keyboard navigation.,SL4PopupMenu,False,2011-07-10T00:18:54.453+00:00,True,,,4172,False,2.4.0
"Daniel Cazzulino,kzu,Clarius",2011-03-20T04:22:52.24Z,"Allows inspecting the exact type inheritance tree as declared in source, rather than the flattened view that reflection provides (for implemented interfaces, for example).

Enables code to determine what are the interfaces implemented directly by a type rather than a base class, as well as determine the ""distance"" in the hierarchy to those implementations.

var tree = typeof(Window).GetInheritanceTree();

// Gets just the base class ContentControl, instead 
// of that plus 9 interfaces implemented on base types
Assert.Equal(1, tree.Inheritance.Count);
Assert.Equal(typeof(ContentControl), tree.Inheritance.First().Type);",netfx-System.TypeInheritance,False,2012-08-02T07:04:07.92-07:00,True,,"netfx,reflection",4591,False,1.0.0.3
Topten Software,2011-03-24T03:40:33.22Z,"PetaPoco is a tiny (approx 1,200 lines) .NET data access layer inspired by Massive, but for use with non-dynamic POCO objects.",PetaPoco,False,2018-04-12T02:48:23.86+00:00,True,,"ORM,POCO,MVC,MVC2,MVC3,ASP.NET,WebForms,WebMatrix,MySQL,Database",217238,False,1.6.0
Pinal C. Patel,2011-03-17T16:34:12.58Z,"This TVA Code Library is a collection of class libraries that extends and expands the functionality included in Microsoft’s .NET Framework. It makes some of Microsoft’s functions simpler to use, and adds functions that Microsoft did not include in the .NET Framework.",TVACodeLibrary,False,2011-07-21T05:38:15.593-07:00,True,,".NET,ASP.NET,WCF,LDAP,adapters,binary,configuration,diagnostics,drawing,logging,mail,music,parser,reflection,scheduler,security,serialization,sockets",2111,False,4.0.1.62247
Pablo Galiano,2011-03-08T23:16:11.667Z,A collection of tools to help developers debug applications that use MEF,RapidMEF.Diagnostics,False,2011-03-08T15:16:19.37-08:00,True,,MEF,1562,False,1.0.0
ProgrammerHead (Marcelo Palladino),2011-03-19T18:00:28.437Z,"A idéia é disponibilizar via #nuget uma biblioteca para simplificar a adesão às regras tributárias do Brasil através de interfaces normalizadas e bem definidas. Além disto, haverá implementações clássicas (ou defaults) da maior parte dos dados necessários para emitir uma nota fiscal no Brasil. Óbviamente, todas estas implementações serão baseadas em interfaces e poderão ser extendidas de várias formas.",NTaxationBR,False,2011-03-19T11:26:53.107-07:00,True,,"Tag1,Tag2",2889,False,0.1.0
CatenaLogic,2011-03-20T19:59:51.76Z,"Silverlight version of Catel, including all controls and the MVVM framework.",Catel.Silverlight,False,1899-12-31T16:00:00-08:00,False,,"mvvm,data,object,silverlight",-1,False,1.3.0
Yiyi Sun,2011-03-15T20:27:27.84Z,"ASP.NET MVVM provides a framework to implement the Model-View-ViewModel pattern, a.k.a. the Presentation Model pattern in ASP.NET projects. Developers can take advantages of Dependency Injection and Event Broker to write concise, elegant and business focused code.",asp.net.mvvm,False,2011-03-15T13:28:00.09-07:00,True,,"framework,asp.net,web,forms",1909,False,1.0.1
Joshua Salwen,2011-03-25T17:15:34.677Z,Add a rock-solid default for HTML5 awesome into an ASP.NET MVC 3 (Razor) Project,Html5Boilerplate.Mvc3.Razor,False,2011-03-25T10:15:35.083-07:00,True,,"html,html5,boilerplate,modernizr,mvc,3,razor",7800,False,0.9.2
David Hall,2011-03-22T00:02:40.89Z,Library for simple creation of Aero Wizards (new wizard format in Vista and later). Strictly follows Microsoft guidelines and uses Visual Styles to pull specific settings from the system. Includes nice design-time experience and demonstrates how to render controls on glass.,AeroWizard,False,2018-02-06T15:04:24.89+00:00,True,,"aero,wizard,control",53689,False,1.0.0
Rafael Muniz,2011-03-27T01:16:47.9Z,My package description.,Munizoft.Utility,False,2011-03-26T18:19:44.197-07:00,True,,,1350,False,1.0.0
"Daniel Cazzulino,kzu,Clarius",2011-03-19T22:21:06.543Z,"This package has been renamed to netfx-Reflector, and installing it will actually install netfx-Reflector package.

This package is for backwards compatibility with existing dependencies.",netfx-System.Reflection.Reflect,False,2011-05-20T07:56:44.243-07:00,True,,"netfx,reflection",1588,False,1.0.0.27
Sky Morey,2011-03-28T02:08:42.047Z,"This package contains abstractions to provide standard Interfaces, or Abstracts, for common services typicality re-implemented in various Projects/Assemblies. Utilizing a standards based Type allows services to flow between otherwise disconnected Assemblies.",BclContrib-Abstract,False,1899-12-31T16:00:00-08:00,False,,"abstract,interface,ioc,aggregateroot,servicebus,servicelocator,.net20,.net35,.net40,bclcontrib",-1,False,0.1.0
Soul_Master,2011-03-14T11:05:17.277Z,"It’s JqGrid extension that helps you to dynamically create JavaScript code for displaying JqGrid. The primary target of this project is generating readable and customizable JqGrid script via fluent-style helper methods, including controller helper for sending/retrieving of JqGrid data.",Higgs.MVC.JqGrid,False,1899-12-31T16:00:00-08:00,False,,"JqGrid,Grid,Control,UI,Web-2.0",-1,False,1.0.108.1
Ashic Mahtab,2011-03-08T02:06:57.78Z,MSMSpec autogenerates MSTest tests corresponding to MSpec tests. Useful where MSTest integration is desired / required / forced. Also enables using VS test tooling for MSpec tests. Requires VS2010 and .NET 4.0.,MSMSpec,False,2011-03-07T18:08:32.843-08:00,True,,"MSTest,MSpec,Machine.Specifications,BDD",2472,False,0.1.0
Simon Ferquel,2011-03-21T14:28:33.833Z,Additional layout algorithms for FlowControls,FlowControls.algos-wp7,False,2011-03-21T07:28:59.753-07:00,True,,,1331,False,1.0.0
Amir Barylko,2011-03-25T18:25:06.753Z,Common utilities and extension classes used by MavenThought projects,maventhought.commons,False,2012-06-26T16:51:19.13-07:00,True,Common utilities and extension classes used by MavenThought projects,"patterns,enumerable,extensions",4281,False,0.9.2
Joshua Salwen,2011-03-25T17:07:31.617Z,Add a rock-solid default for HTML5 awesome into an ASP.NET MVC 3 (Razor) Project,Html5Boilerplate.Mvc3.Razor,False,2011-03-25T10:15:35.083-07:00,True,,"html,html5,boilerplate,modernizr,mvc,3,razor",7800,False,0.9.1
Yoann Esnaud,2011-03-12T12:55:27.12Z,Fluent Spring configuration for Spring.Net,FluentSpring.Net,False,2011-04-06T12:58:26.177-07:00,True,"With this extension you do not need to use xml for spring.net configuration, but instead configure your DI container in code",,4683,False,1.0.0
"Steffen Forkmann,Bjoern Rochel",2011-03-23T16:39:43.047Z,"Machine.Fakes attempts to simplify the usage of such frameworks on top of Machine.Specifications by helping to reduce a lot of the typical fake framwork related clutter code in specifications. If you choose so, Machine.Fakes even helps you to stay mostly independent of a concrete fake framework by providing a little wrapper API and a provider model for fake frameworks.  This is the adapter for NSubstitute 1.0.0.0",Machine.Fakes.NSubstitute,False,2017-10-15T07:52:55.83+00:00,True,,"tdd,bdd,testing,unittest,fakes,mocks",39263,False,0.2.0.6
Mark Rendle,2011-03-08T18:09:15.233Z,XML-based Mocking adapter for the Simple.Data data access library.,Simple.Data.Mocking,False,2012-11-29T15:55:35.243-08:00,True,,"sqlserver,compact,sqlce,database,data,ado,.net40",32020,False,0.5.2
Daniel Crenna and Jason Diller,2011-03-27T21:09:51.517Z,"TweetSharp v2 is a fast, clean wrapper around the Twitter API. It uses T4 templates to make adding new endpoints easy. It can also be used as an example of how to write a service-specific API wrapper using Hammock.",TweetSharp,False,2013-06-22T12:42:14.643-07:00,True,"TweetSharp v2 is a fast, clean wrapper around the Twitter API. It uses T4 templates to make adding new endpoints easy.","twitter,tweetsharp,web,api,http,rest,wrapper,json,xml",213669,False,2.0.3
Sky Morey,2011-03-28T02:08:50.097Z,This package contains an Autofac implementation of the abstract ServiceLocator.,BclContrib-Abstract.Autofac,False,1899-12-31T16:00:00-08:00,False,,"autofac,servicelocator,.net20,.net35,.net40,bclcontrib",-1,False,0.1.0
Mark Rendle,2011-03-08T18:08:38.857Z,"A Simple, Dynamic data access library.",Simple.Data.Core,False,2014-11-01T14:44:06.307-07:00,True,,"sql,database,data,ado,.net40",250495,False,0.5.2
Amir Barylko,2011-03-14T00:44:53.963Z,"Framework to provide base classes to test enforcing Given, When, Then and using automocking",maventhought.testing,False,2011-10-19T04:05:47.203-07:00,True,"Framework to provide base classes to test enforcing Given, When, Then and using automocking","testing,automocking,givenwhenthen",3080,False,0.3.3
Outercurve Foundation,2011-03-10T20:52:36.097Z,NuGet command line tool used to create and push packages.,NuGet.CommandLine,False,2018-04-06T21:30:10.93+00:00,True,NuGet command line tool used to create and push packages.,nuget,8729856,True,1.2.20310.1
Andreas Håkansson and contributors,2011-03-09T06:31:03.277Z,Enables hosting Nancy in any application.,Nancy.Hosting.Self,False,2016-12-22T02:24:07.707-08:00,True,"Nancy is a lightweight web framework for the .Net platform, inspired by Sinatra. Nancy aim at delivering a low ceremony approach to building light, fast web applications.",,457286,False,0.4.0
"Jim Zimmerman,Nathan Totten,Prabir Shrestha",2011-03-16T15:47:36.677Z,The Facebook C# SDK web component.,FacebookWeb,False,1899-12-31T16:00:00-08:00,False,,Facebook,-1,False,5.0.6
Arkadiusz Beer,2011-03-07T23:19:55.66Z,Contains a lot of extension methods,AroLibraries,False,2011-03-28T08:29:02.62-07:00,True,,,2803,False,1.0.0
"Steffen Forkmann,Bjoern Rochel",2011-03-21T08:26:29.1Z,"Machine.Fakes attempts to simplify the usage of such frameworks on top of Machine.Specifications by helping to reduce a lot of the typical fake framwork related clutter code in specifications. If you choose so, Machine.Fakes even helps you to stay mostly independent of a concrete fake framework by providing a little wrapper API and a provider model for fake frameworks.  This is the adapter for NSubstitute 1.0.0.0",Machine.Fakes.NSubstitute,False,2017-10-15T07:52:55.83+00:00,True,,"tdd,bdd,testing,unittest,fakes,mocks",39263,False,0.2.0.5
"Jordan Marr,Rick Schott(NuGet)",2011-03-16T15:26:08.243Z,MarrDataMapper is an ORM tool that allows you to project views into complex object graphs.,MarrDataMapper,False,2015-09-15T21:59:48.453+00:00,True,,ORM,20440,False,3.3.4092.18182
Julien Brunet,2011-03-13T19:04:09.167Z,"cloud4net is a framework to abstract cloud storage implementations, like ADO.net does for databases. Management tools are also provided.",Cloud4Net.AWS,False,2012-01-07T16:15:32.733+00:00,True,,"cloud,api,azure,amazon",6812,False,1.0.9
Jon Galloway via ( Eric Hexter),2011-03-10T01:22:53.223Z,Download packages from a remote feed to a local directory,Nuget.Downloader,False,2011-03-11T17:29:47.293-08:00,True,Download packages from a remote feed to a local directory,nuget,6990,False,1.0.0.2
Jay Tuley,2011-03-07T19:51:35.033Z,A Lightweight Duck Casting Framework for dynamic C# 4.0 (.net4 & silverlight4). Includes helper methods for dynamic invocation via method and property names known only at runtime (runs faster than reflection).,ImpromptuInterface,False,2018-04-05T06:17:21.003+00:00,True,,"ducktyping,duckcasting,dynamic,.net40",406457,False,3.0.1
Outercurve Foundation,2011-03-10T21:44:53.8Z,"MvcContrib was designed to add functionality and ease-of-use to Microsoft's ASP.NET MVC Framework, MVC Contrib is useful for developers looking to develop and test UI elements on top of the ASP.NET MVC framework.",MvcContrib.Mvc3-ci,False,2012-03-26T15:33:39.867-07:00,True,"MvcContrib was designed to add functionality and ease-of-use to Microsoft's ASP.NET MVC Framework, MVC Contrib is useful for developers looking to develop and test UI elements on top of the ASP.NET MVC framework.",mvc,243175,False,3.0.60
Michal Altair Valášek,2011-03-26T16:19:21.843Z,"Set of simple and clean, yet very useful components for developing ASP.NET Web Form applications. Includes embedded popular Silk icon set.",Altairis.Web.UI,False,2017-07-03T09:15:13.85-07:00,True,,,8532,False,2.1.5
Mark Rendle,2011-03-25T00:21:37.263Z,SQL Server ADO provider for the Simple.Data data access library.,Simple.Data.SqlServer,False,2014-11-01T14:45:01.297-07:00,True,,"sqlserver,database,data,ado,.net40",195037,False,0.5.5
"Craig G. Wilson,Rui Carvalho",2011-03-24T02:27:16.5Z,Provides a fluent interface on top of the 10gen driver including Linq.,FluentMongo,False,1899-12-31T16:00:00-08:00,False,Provides a fluent interface on top of the 10gen driver including Linq.,,24854,False,1.0.1
"Jim Zimmerman,Nathan Totten,Prabir Shrestha",2011-03-25T16:52:38.88Z,The Facebook C# SDK core.,Facebook,False,2015-06-25T14:31:47.473-07:00,True,,Facebook,1177210,False,5.0.8
Bjoern Rochel,2011-03-13T15:24:20.667Z,"Machine.Fakes attempts to simplify the usage of such frameworks on top of Machine.Specifications by helping to reduce a lot of the typical fake framwork related clutter code in specifications. If you choose so, Machine.Fakes even helps you to stay mostly independent of a concrete fake framework by providing a little wrapper API and a provider model for fake frameworks.  This is the adapter for Moq 4.0.10827",Machine.Fakes.Moq,False,2017-10-15T07:52:45.24+00:00,True,,"tdd,bdd,testing,unittest,fakes,mocks",85859,False,0.2.0.3
bbv Software Services AG,2011-03-11T14:32:33.867Z,"Notification component for synchronous and asynchronous loosly coupled notification with automatic thread switching:
      * Synchronous and asynchronous notification
      * Automatic thread switching: to background or UI thread
      * Loose coupling of event topic publishers and subscribers
      * Publishers and subscribers are referenced by weak references. Therefore they can be garbage collected
      * Multiple publishers and/or subscribers for a single event topic
      * Matchers for publications and subscriptions
      * Thorough customizable logging
      * Extension support

      bbv.Common.EventBroker is a part of bbv.Common, a library of .NET components and functionality including:
      * (a)synchronous notification component with thread switching using publisher-subscriber pattern,
      * hierarchical state machine with fluent definition syntax,
      * programmatic, loosely coupled, context based rule engine,
      * support for active objects to build multi-threaded applications",bbv.Common.EventBroker,False,2012-05-28T10:49:44.993-07:00,True,,,15339,False,7.1.1170.1516
Hibernating Rhinos,2011-03-21T23:12:41.43Z,"Raven is a document database for the .NET/Windows platform, offering a flexible data model design to fit the needs of real world systems.",RavenDB,False,1899-12-31T16:00:00-08:00,False,,"nosql,ravendb,raven,document,database",-1,False,1.0.0.297
"Jim Zimmerman,Nathan Totten,Prabir Shrestha",2011-03-16T15:47:54.157Z,The Facebook C# SDK MVC component.,FacebookWebMvc,False,1899-12-31T16:00:00-08:00,False,,Facebook,-1,False,5.0.6
Stephen McKamey,2011-03-05T20:43:17.94Z,JsonFX Serialization Framework,JsonFx,False,2012-09-28T11:32:12.723-07:00,True,,"json,xml,serialization,deserialization",152127,False,2.0.0
Telerik Inc.,2011-03-16T14:24:12.147Z,An easy-to-use mocking tool with unlimited capabilities,JustMock,False,2018-01-18T12:41:07.12+00:00,True,,,239383,False,2011.1.315
James Craig,2011-03-22T19:24:38.88Z,Blammo.Net is a simple logging library that is easily configurable.,BlammoNet,False,2011-03-22T12:24:39.253-07:00,True,,"library,logging",1757,False,1.1.0
Soul_Master,2011-03-16T08:42:44.933Z,"This is a Main part of Higgs RIA Framework for ASP.NET MVC 3. This framework mainly focuses on fluent & strongly-typed based coding. It is not totally brand-new framework but it works on the top existing great 3rd-libraries like ASP.NET MVC 3, Fluent Validation 2.0, and Microsoft Ajax Minifier 4.0 to make creating RIA application much easier.",Higgs.MVC,False,1899-12-31T16:00:00-08:00,False,,"Framework,RIA,AJAX,Web-2.0,UI",-1,False,1.0.108.2
"Daniel Cazzulino,kzu,Clarius",2011-03-19T18:40:00.703Z,"Static reflection via Reflect:
// Void static method
MethodInfo cw = Reflect.GetMethod(
  () => Console.WriteLine);

// Instance void method
MethodInfo mi = 
  Reflect<IView>.GetMethod(v => v.Show);

// Boolean returning instance method
MethodInfo pi = Reflect<IViewModel>
  .GetMethod<bool>(v => v.Save);",netfx-Reflector,False,2011-06-14T20:18:45.123-07:00,True,,"netfx,reflection",9316,False,1.0.0.3
Michael Mac,2011-03-12T22:27:40.93Z,"BFsharp is a library which helps build business application. It provides rules, validation, textual lanugage - Formula, dynamic properties, etc.",BFsharp,False,2012-03-02T05:44:19.967-08:00,True,,,6627,False,0.3.1
Amir Barylko,2011-03-14T04:51:43.353Z,"Unit library to facilitate the modeling and manipulation of distances, areas, etc",MavenThought.Units,False,2011-03-13T21:51:44.073-07:00,True,"Unit library to facilitate the modeling and manipulation of distances, areas, etc","units,fluid",1886,False,0.3.2
neuecc,2011-03-06T15:04:58.56Z,Method Chaining base UnitTesting Extension Methods for MSTest. This provides only one .cs file.,ChainingAssertion,False,2013-04-29T07:00:52.3-07:00,True,,"test,unittest,mstest",28631,False,1.3.0
James Craig,2011-03-28T00:25:40.97Z,Aspectus is a simple AOP library.,Aspectus,False,2018-02-02T16:54:12.503+00:00,True,,AOP,4537,False,1.1.0
